Birth City,Number of Players,Mean Player Salary,Median Player Salary,Player Salary Variance,Player Salary Std. Dev.,Player Salary Std. Error
Santo Domingo,83,"$3,943,441","$1,490,000","$26,920,074,491,025","$5,188,456","$262,057"
Houston,48,"$3,294,343","$1,175,000","$18,265,536,164,946","$4,273,820","$284,290"
San Pedro de Macoris,38,"$3,954,237","$1,000,000","$29,670,602,173,561","$5,447,073","$443,276"
San Diego,33,"$3,545,081","$2,000,000","$23,578,162,960,546","$4,855,735","$364,979"
Caracas,30,"$3,372,866","$1,762,500","$15,290,982,817,113","$3,910,369","$299,912"
Los Angeles,29,"$2,648,918","$1,050,000","$9,660,219,085,158","$3,108,089","$253,774"
Miami,24,"$1,239,391","$505,600","$1,732,277,104,068","$1,316,160","$144,467"
Dallas,24,"$1,860,588","$509,662","$18,387,294,014,648","$4,288,041","$520,001"
Atlanta,22,"$2,232,524","$975,000","$5,701,369,388,784","$2,387,754","$229,762"
San Cristobal,22,"$2,449,200","$807,500","$12,188,525,562,947","$3,491,207","$400,469"
Tampa,21,"$3,924,095","$2,750,000","$14,667,941,724,248","$3,829,875","$392,937"
La Habana,20,"$2,107,012","$875,000","$5,907,387,960,650","$2,430,512","$303,814"
Valencia,19,"$3,110,384","$750,000","$26,611,309,524,317","$5,158,615","$587,879"
Long Beach,19,"$2,221,542","$850,000","$7,139,760,327,958","$2,672,033","$308,540"
Santiago,18,"$3,186,269","$1,500,000","$15,793,123,513,615","$3,974,056","$405,600"
Maracay,18,"$5,274,501","$2,500,000","$38,713,219,580,951","$6,221,995","$628,516"
Cincinnati,17,"$2,717,255","$1,037,500","$10,297,261,426,482","$3,208,935","$363,340"
Maracaibo,17,"$2,123,904","$750,000","$9,711,719,264,510","$3,116,363","$402,321"
Sacramento,17,"$3,468,319","$1,450,000","$14,524,673,529,042","$3,811,125","$413,375"
Rio Piedras,16,"$2,345,750","$1,325,000","$6,316,553,865,293","$2,513,276","$280,993"
Chicago,14,"$1,714,319","$837,500","$3,868,778,758,062","$1,966,921","$267,664"
Fort Lauderdale,14,"$1,574,018","$505,600","$3,718,272,543,646","$1,928,282","$312,809"
Bani,13,"$2,793,444","$975,000","$14,866,641,946,852","$3,855,728","$493,675"
San Jose,13,"$2,053,762","$495,600","$11,271,170,348,301","$3,357,256","$530,829"
St. Louis,13,"$4,945,971","$900,000","$57,721,896,369,836","$7,597,493","$1,108,208"
Columbus,13,"$5,097,560","$4,675,000","$21,306,593,287,730","$4,615,907","$581,550"
Portland,13,"$3,036,537","$1,225,000","$16,627,597,444,793","$4,077,695","$530,871"
Springfield,13,"$2,827,841","$1,000,000","$20,500,447,514,615","$4,527,742","$579,718"
Jacksonville,13,"$2,650,287","$1,188,000","$9,934,719,178,761","$3,151,939","$393,992"
Louisville,13,"$2,374,723","$1,012,500","$8,824,994,152,277","$2,970,689","$328,058"
Las Vegas,13,"$3,403,659","$742,500","$32,772,676,545,761","$5,724,742","$793,879"
Fullerton,12,"$3,365,553","$700,000","$15,969,718,906,116","$3,996,213","$656,973"
New York,12,"$6,855,614","$2,750,000","$92,384,453,928,288","$9,611,683","$1,095,353"
Austin,12,"$2,748,619","$1,500,000","$11,140,227,662,420","$3,337,698","$380,366"
Fort Worth,11,"$2,835,330","$1,490,000","$16,794,216,441,636","$4,098,075","$597,766"
Phoenix,11,"$3,055,651","$1,080,000","$16,249,321,898,149","$4,031,045","$564,459"
La Romana,11,"$3,062,038","$525,500","$16,036,029,878,262","$4,004,501","$590,431"
Memphis,10,"$855,019","$500,000","$810,884,092,946","$900,491","$161,733"
Orange,10,"$2,702,027","$500,000","$13,458,498,824,512","$3,668,583","$572,936"
Dayton,10,"$3,057,414","$900,000","$18,252,599,322,660","$4,272,306","$793,347"
Tucson,10,"$3,152,342","$500,000","$19,466,200,121,830","$4,412,052","$689,047"
Kansas City,10,"$3,296,504","$3,000,000","$8,574,369,312,939","$2,928,202","$427,122"
Baton Rouge,10,"$4,700,891","$2,062,500","$25,584,104,617,830","$5,058,073","$632,259"
Brooklyn,10,"$2,355,870","$1,550,000","$3,722,753,315,799","$1,929,444","$260,166"
Torrance,10,"$1,533,641","$850,000","$3,175,691,828,273","$1,782,047","$285,356"
Oakland,10,"$4,889,609","$4,000,000","$18,744,359,108,948","$4,329,476","$645,400"
Birmingham,10,"$1,649,185","$550,000","$4,736,820,438,717","$2,176,424","$373,254"
San Juan,10,"$3,647,571","$1,125,000","$19,741,114,009,922","$4,443,097","$599,107"
Lafayette,9,"$1,841,295","$600,000","$9,979,211,277,976","$3,158,989","$493,351"
Hattiesburg,9,"$517,844","$426,000","$151,362,071,305","$389,053","$82,946"
Baltimore,9,"$1,863,060","$775,000","$6,144,206,301,692","$2,478,751","$413,125"
Cleveland,9,"$1,736,681","$1,037,500","$2,768,536,375,629","$1,663,892","$263,084"
Anaheim,9,"$1,796,900","$543,000","$4,977,263,078,820","$2,230,978","$382,610"
Indianapolis,9,"$1,375,283","$508,925","$2,938,427,757,222","$1,714,184","$307,877"
Riverside,9,"$3,726,276","$1,150,000","$33,813,636,489,155","$5,814,949","$848,198"
Lexington,8,"$2,264,263","$930,000","$5,983,042,542,553","$2,446,026","$425,798"
Barquisimeto,8,"$1,340,576","$550,000","$1,521,434,006,914","$1,233,464","$202,780"
Vancouver,8,"$1,536,208","$411,950","$4,105,232,805,841","$2,026,137","$477,565"
Washington,8,"$3,002,216","$550,000","$20,758,991,886,731","$4,556,204","$818,318"
Orlando,8,"$4,166,358","$547,100","$51,924,017,727,519","$7,205,832","$1,254,374"
Fontana,8,"$2,217,768","$1,005,000","$5,346,558,605,642","$2,312,263","$415,295"
Santurce,8,"$4,234,789","$1,125,000","$21,952,804,657,184","$4,685,382","$760,069"
Newport Beach,8,"$3,027,964","$507,300","$24,624,173,090,591","$4,962,275","$937,782"
Pittsburgh,8,"$1,443,092","$450,000","$4,177,586,888,267","$2,043,915","$408,783"
Puerto Cabello,8,"$4,751,563","$622,650","$47,101,936,144,744","$6,863,085","$1,177,009"
Seattle,8,"$2,539,783","$950,000","$6,704,050,455,521","$2,589,218","$377,676"
Willemstad,8,"$4,354,118","$1,212,500","$27,944,079,864,898","$5,286,216","$981,626"
Santa Barbara,8,"$1,632,161","$950,000","$2,450,503,334,325","$1,565,408","$295,834"
Tulsa,8,"$948,486","$513,350","$1,361,636,418,377","$1,166,892","$248,782"
Pasadena,7,"$4,258,695","$1,400,000","$28,783,497,069,535","$5,365,025","$859,092"
Bayamon,7,"$2,677,827","$1,200,000","$14,522,083,089,512","$3,810,785","$595,145"
Wilmington,7,"$1,055,869","$650,000","$769,553,561,502","$877,242","$162,900"
Knoxville,7,"$5,461,581","$1,193,800","$45,798,269,491,895","$6,767,442","$1,196,326"
Beaumont,7,"$2,164,170","$440,000","$9,686,114,002,101","$3,112,252","$598,953"
Joliet,7,"$1,700,833","$1,300,000","$1,601,640,844,370","$1,265,559","$316,390"
Bonao,7,"$1,751,756","$887,500","$4,279,715,611,695","$2,068,747","$327,098"
Buffalo,7,"$1,066,321","$981,250","$432,828,138,736","$657,897","$175,830"
San Francisco,7,"$2,026,037","$550,000","$10,699,155,671,652","$3,270,956","$629,496"
Hollywood,7,"$3,319,973","$2,275,000","$15,256,645,598,672","$3,905,976","$650,996"
Santa Monica,7,"$1,568,647","$1,250,000","$1,642,525,785,945","$1,281,611","$261,608"
Panama,7,"$5,279,965","$2,375,000","$30,691,226,981,299","$5,539,966","$923,328"
West Covina,7,"$4,818,649","$1,500,000","$46,865,801,071,036","$6,845,860","$1,210,189"
San Antonio,6,"$1,314,521","$550,000","$1,985,786,415,092","$1,409,179","$261,678"
Virginia Beach,6,"$537,690","$492,500","$110,602,349,889","$332,569","$105,168"
St. Petersburg,6,"$1,146,733","$645,000","$983,352,704,058","$991,641","$202,418"
Rochester,6,"$3,154,037","$2,125,000","$11,219,605,323,815","$3,349,568","$633,009"
Philadelphia,6,"$2,234,600","$775,000","$10,903,379,000,000","$3,302,026","$660,405"
Mesa,6,"$1,565,141","$755,000","$3,313,452,813,009","$1,820,289","$388,087"
Portsmouth,6,"$1,480,076","$553,625","$2,395,505,857,622","$1,547,742","$337,745"
Tuscaloosa,6,"$963,242","$448,000","$791,581,683,015","$889,709","$209,706"
Bradenton,6,"$1,155,485","$466,000","$3,160,872,735,026","$1,777,884","$397,547"
Ponce,6,"$4,909,550","$5,362,500","$17,108,358,507,863","$4,136,225","$653,995"
Bristol,6,"$819,675","$518,500","$487,185,296,711","$697,987","$156,075"
Van Nuys,6,"$2,582,176","$1,500,000","$6,657,861,998,192","$2,580,283","$516,057"
Redwood City,6,"$1,582,069","$775,000","$5,100,263,818,278","$2,258,376","$387,308"
Salt Lake City,6,"$1,201,500","$333,500","$2,866,989,880,000","$1,693,219","$332,068"
Montgomery,6,"$1,295,935","$925,000","$1,367,897,648,397","$1,169,572","$217,184"
Santa Clara,6,"$3,205,907","$950,000","$23,436,056,204,392","$4,841,080","$914,878"
Bajos de Haina,6,"$456,520","$413,000","$43,804,881,778","$209,296","$66,185"
Fountain Valley,6,"$1,434,224","$498,900","$4,242,538,309,905","$2,059,742","$449,473"
Anchorage,6,"$4,063,886","$1,625,000","$22,752,936,473,122","$4,770,004","$901,446"
Augusta,6,"$2,107,045","$675,000","$6,767,757,569,264","$2,601,491","$554,640"
New Orleans,6,"$1,342,728","$372,700","$3,094,727,692,413","$1,759,184","$507,833"
Monte Cristi,6,"$1,708,577","$567,000","$4,202,811,087,885","$2,050,076","$447,363"
Oklahoma City,6,"$2,743,734","$1,200,000","$11,308,936,873,054","$3,362,876","$624,470"
Wichita,6,"$4,169,343","$3,280,000","$17,067,503,810,081","$4,131,284","$754,266"
Arlington,6,"$1,483,502","$702,500","$2,814,393,488,688","$1,677,615","$484,286"
Omaha,6,"$897,647","$515,000","$491,060,552,770","$700,757","$169,959"
Fresno,6,"$1,405,247","$484,000","$2,919,702,588,108","$1,708,714","$441,188"
Bellevue,6,"$4,188,243","$650,000","$47,068,095,430,688","$6,860,619","$1,296,535"
Belleville,6,"$916,642","$462,500","$651,233,593,077","$806,990","$180,449"
Nagua,6,"$2,462,735","$415,000","$14,721,147,284,926","$3,836,815","$930,564"
Bellflower,6,"$5,015,087","$6,000,000","$12,039,246,163,137","$3,469,762","$578,294"
Evansville,5,"$4,687,630","$2,750,000","$17,594,565,992,073","$4,194,588","$730,184"
Denver,5,"$6,028,807","$3,510,000","$45,507,523,095,967","$6,745,926","$1,252,687"
Charlotte,5,"$3,294,776","$3,000,000","$8,096,726,638,812","$2,845,475","$511,062"
Fairfield,5,"$383,029","$401,000","$4,007,872,381","$63,308","$23,928"
Westminster,5,"$4,099,410","$4,481,250","$11,050,282,537,665","$3,324,197","$678,549"
Manati,5,"$7,545,259","$6,500,000","$35,966,720,629,970","$5,997,226","$925,392"
Glendale,5,"$3,211,094","$1,350,000","$9,732,357,824,983","$3,119,673","$569,572"
Lancaster,5,"$2,682,133","$600,000","$15,773,364,516,667","$3,971,570","$1,025,455"
Hialeah,5,"$2,375,595","$517,000","$9,985,719,838,395","$3,160,019","$706,602"
Oak Lawn,5,"$1,004,029","$900,000","$581,263,717,143","$762,407","$166,371"
Norfolk,5,"$6,981,010","$6,979,166","$34,662,062,420,620","$5,887,450","$908,453"
Las Matas de Farfan,5,"$2,393,750","$1,300,000","$5,593,317,677,419","$2,365,020","$418,080"
Redlands,5,"$1,318,893","$497,250","$2,482,028,083,791","$1,575,445","$421,055"
El Paso,5,"$721,708","$450,000","$539,072,748,106","$734,216","$211,950"
Shreveport,5,"$7,592,038","$4,687,500","$65,295,717,704,684","$8,080,577","$1,616,115"
Nashville,5,"$2,707,567","$514,500","$16,784,510,173,810","$4,096,890","$1,057,813"
Des Moines,5,"$2,514,597","$2,000,000","$4,766,855,395,446","$2,183,313","$374,435"
Tijuana,5,"$2,536,889","$760,000","$7,139,782,457,516","$2,672,037","$629,805"
Bowling Green,5,"$3,604,417","$3,000,000","$12,675,453,025,030","$3,560,260","$776,912"
McComb,5,"$526,167","$425,000","$104,219,130,952","$322,830","$83,354"
Covina,5,"$4,142,392","$775,000","$37,578,688,543,943","$6,130,146","$1,251,311"
Mayaguez,5,"$3,350,184","$2,666,667","$7,134,852,294,996","$2,671,114","$534,223"
Newark,5,"$1,637,871","$1,000,000","$3,233,447,502,124","$1,798,179","$436,122"
Rapid City,5,"$2,201,457","$1,200,000","$4,332,521,179,842","$2,081,471","$434,017"
Mobile,5,"$5,384,626","$2,800,000","$28,957,699,779,755","$5,381,236","$922,874"
Oxnard,5,"$1,838,555","$1,000,000","$3,599,533,138,582","$1,897,244","$435,258"
Corpus Christi,5,"$2,340,760","$2,000,000","$4,810,941,076,276","$2,193,386","$400,456"
Puerto Plata,5,"$1,472,933","$520,000","$3,542,126,352,381","$1,882,054","$485,944"
La Guaira,5,"$2,880,568","$1,375,000","$11,302,240,530,844","$3,361,881","$716,755"
Bronx,5,"$1,497,609","$800,000","$3,018,720,861,989","$1,737,447","$481,881"
Boston,5,"$5,106,769","$725,000","$46,573,283,458,122","$6,824,462","$1,565,639"
Decatur,5,"$867,150","$401,500","$943,157,447,222","$971,163","$307,109"
Midland,5,"$3,182,662","$3,000,000","$6,223,090,215,735","$2,494,612","$544,369"
Visalia,5,"$2,804,611","$507,500","$13,755,910,898,693","$3,708,896","$874,195"
Cumana,5,"$1,547,160","$707,500","$2,143,113,740,421","$1,463,938","$327,346"
Raleigh,4,"$6,998,651","$5,187,500","$47,308,682,758,747","$6,878,131","$1,434,189"
Reno,4,"$1,092,077","$432,500","$2,017,749,715,682","$1,420,475","$428,289"
Statesboro,4,"$2,347,062","$1,204,750","$7,043,357,174,107","$2,653,932","$938,307"
Lakewood,4,"$1,238,200","$560,000","$2,082,039,350,000","$1,442,927","$372,562"
San Leandro,4,"$526,400","$513,000","$32,161,155,556","$179,335","$56,711"
Greenbrae,4,"$2,100,406","$900,000","$5,565,645,988,088","$2,359,162","$572,181"
Queens,4,"$641,618","$490,159","$107,712,313,597","$328,196","$94,742"
Worcester,4,"$661,748","$495,725","$170,474,795,881","$412,886","$114,514"
Garden Grove,4,"$1,680,879","$850,000","$4,887,393,308,532","$2,210,745","$442,149"
St. Paul,4,"$5,896,603","$1,100,000","$71,817,362,953,202","$8,474,513","$1,573,677"
Texarkana,4,"$1,348,577","$435,000","$2,327,320,618,590","$1,525,556","$423,113"
Jackson,4,"$1,817,425","$1,137,500","$2,909,807,224,861","$1,705,816","$381,432"
Durham,4,"$3,715,280","$2,950,000","$12,175,865,638,693","$3,489,393","$647,964"
Northridge,4,"$5,940,250","$4,207,500","$36,882,405,881,579","$6,073,089","$1,357,984"
Winter Haven,4,"$375,688","$367,500","$14,643,209,821","$121,009","$42,783"
Pomona,4,"$2,360,318","$409,000","$17,082,060,032,027","$4,133,045","$1,306,984"
Clearwater,4,"$601,833","$414,000","$240,247,875,000","$490,151","$163,384"
St. Charles,4,"$6,683,558","$6,000,000","$40,922,749,910,351","$6,397,089","$1,467,593"
Lakeland,4,"$1,864,650","$775,000","$3,329,914,548,182","$1,824,805","$526,776"
New Haven,4,"$2,037,909","$1,597,500","$2,862,760,277,056","$1,691,969","$360,729"
La Mesa,4,"$1,301,225","$625,000","$1,545,472,170,395","$1,243,170","$277,981"
Denton,4,"$1,913,656","$750,000","$5,209,879,690,625","$2,282,516","$570,629"
Providence,4,"$4,882,674","$3,200,000","$20,157,730,928,612","$4,489,736","$758,904"
New Britain,4,"$3,916,955","$1,500,000","$14,925,765,995,237","$3,863,388","$863,880"
La Grange,4,"$4,662,979","$4,500,000","$10,452,266,633,605","$3,232,997","$659,933"
Sydney,4,"$1,547,188","$762,500","$2,484,903,229,167","$1,576,358","$394,089"
Albuquerque,4,"$474,012","$486,250","$46,424,486,964","$215,463","$76,178"
Reading,4,"$961,804","$507,520","$965,891,095,271","$982,798","$310,788"
Cotui,4,"$1,281,520","$850,000","$1,415,803,814,326","$1,189,876","$288,587"
New London,4,"$1,050,031","$712,500","$707,880,822,734","$841,357","$179,378"
Alexandria,4,"$2,177,912","$750,000","$7,031,002,324,853","$2,651,604","$643,108"
Lake Charles,4,"$374,750","$395,750","$22,459,416,667","$149,865","$74,932"
Tacoma,4,"$3,814,420","$2,250,000","$22,198,791,451,667","$4,711,559","$942,312"
Southfield,4,"$518,111","$414,500","$82,961,173,611","$288,030","$96,010"
Puerto La Cruz,4,"$2,529,735","$1,350,000","$7,648,248,214,354","$2,765,547","$542,368"
Detroit,4,"$6,334,743","$6,833,334","$17,449,135,160,175","$4,177,216","$984,579"
Berkeley,4,"$1,368,636","$501,500","$2,420,361,104,545","$1,555,751","$469,077"
El Cajon,4,"$6,027,375","$8,000,000","$12,935,926,042,379","$3,596,655","$804,236"
Gainesville,4,"$1,704,263","$1,040,000","$5,432,512,079,730","$2,330,775","$646,441"
Cedar Rapids,4,"$1,070,786","$550,000","$1,782,695,104,396","$1,335,176","$356,841"
Mission Viejo,4,"$2,745,666","$1,132,600","$9,283,909,132,240","$3,046,951","$761,738"
Victoria,4,"$1,988,473","$884,100","$4,630,921,596,615","$2,151,958","$481,192"
Longview,4,"$2,274,680","$417,500","$16,361,875,589,800","$4,044,982","$1,121,876"
Vicksburg,4,"$3,582,500","$3,875,000","$8,175,769,400,067","$2,859,330","$560,761"
Barahona,4,"$2,998,505","$1,750,000","$11,502,367,806,082","$3,391,514","$778,067"
Samana,4,"$5,898,844","$737,750","$50,496,620,957,292","$7,106,097","$1,776,524"
Santa Cruz,4,"$1,120,923","$561,875","$1,686,637,787,861","$1,298,706","$360,196"
Marion,4,"$6,134,691","$6,916,667","$11,883,455,487,980","$3,447,239","$663,421"
Pensacola,4,"$2,591,183","$525,000","$10,683,876,666,970","$3,268,620","$943,569"
Athens,4,"$5,703,879","$4,975,000","$28,006,946,683,592","$5,292,159","$1,037,878"
Bakersfield,4,"$1,434,900","$770,000","$1,686,637,226,316","$1,298,706","$290,399"
Panorama City,4,"$1,780,818","$486,000","$6,136,590,313,636","$2,477,214","$746,908"
Scottsdale,4,"$664,467","$421,000","$421,564,032,500","$649,280","$216,427"
Valdosta,4,"$800,377","$524,588","$467,816,940,620","$683,971","$197,446"
West Palm Beach,4,"$2,514,664","$628,750","$7,834,756,964,099","$2,799,064","$808,020"
Savannah,4,"$3,119,159","$1,750,000","$9,522,378,648,247","$3,085,835","$657,902"
Toronto,4,"$4,263,323","$1,375,000","$30,809,090,429,330","$5,550,594","$1,241,150"
Milwaukee,4,"$2,534,891","$2,500,000","$3,086,480,635,375","$1,756,838","$366,326"
Milledgeville,4,"$7,754,420","$4,250,000","$42,197,961,426,116","$6,495,996","$1,623,999"
Little Rock,4,"$1,493,600","$509,000","$3,713,200,766,667","$1,926,967","$609,360"
San Bernardino,4,"$1,954,286","$1,425,000","$3,405,487,912,088","$1,845,396","$493,203"
Mountain View,4,"$1,568,657","$530,000","$3,005,767,361,024","$1,733,715","$447,643"
Villa Mella,4,"$1,488,867","$1,000,000","$1,792,423,516,667","$1,338,814","$345,680"
Sarasota,4,"$1,865,656","$494,750","$8,807,351,057,292","$2,967,718","$741,930"
Minneapolis,4,"$2,933,735","$950,000","$20,123,388,503,676","$4,485,910","$1,087,993"
Santa Ana,4,"$681,383","$480,000","$241,706,554,473","$491,637","$136,355"
Norwich,4,"$1,929,642","$1,350,000","$3,186,021,262,657","$1,784,943","$538,181"
Hammond,4,"$805,500","$489,000","$869,879,750,000","$932,673","$258,677"
Santa Maria,3,"$3,752,091","$3,250,000","$11,348,046,090,909","$3,368,686","$1,015,697"
Hato Mayor del Rey,3,"$2,151,611","$1,025,000","$5,352,344,957,516","$2,313,514","$545,300"
Danville,3,"$2,192,639","$2,000,000","$3,294,316,896,574","$1,815,025","$523,953"
Flemington,3,"$1,872,577","$441,000","$4,955,850,910,256","$2,226,174","$617,430"
Fort Smith,3,"$1,497,362","$1,372,500","$1,186,312,829,167","$1,089,180","$272,295"
Flushing,3,"$2,869,889","$2,700,000","$5,988,535,111,111","$2,447,148","$815,716"
San Angelo,3,"$8,023,000","$9,500,000","$26,767,830,909,091","$5,173,764","$1,493,537"
Santa Rosa,3,"$2,038,153","$530,000","$6,975,859,438,381","$2,641,185","$681,951"
Florence,3,"$3,198,000","$2,950,000","$6,090,887,666,667","$2,467,972","$566,192"
San Pedro,3,"$4,949,688","$6,050,000","$15,368,200,781,250","$3,920,230","$1,386,010"
Hackensack,3,"$3,655,303","$3,016,667","$8,724,795,302,727","$2,953,776","$890,597"
Huntington Beach,3,"$2,166,389","$486,200","$10,244,768,995,420","$3,200,745","$965,061"
Fort Wayne,3,"$445,350","$495,000","$10,549,067,500","$102,709","$59,299"
Greenville,3,"$2,712,715","$1,000,000","$8,704,972,194,744","$2,950,419","$818,299"
Guaymate,3,"$1,674,484","$499,938","$3,689,138,055,525","$1,920,713","$679,075"
Edina,3,"$1,303,203","$590,000","$1,782,922,539,315","$1,335,261","$385,457"
Irving,3,"$3,967,379","$1,940,000","$16,590,791,533,977","$4,073,180","$934,451"
Slidell,3,"$617,343","$505,000","$79,447,739,524","$281,865","$106,535"
Simi Valley,3,"$842,754","$518,750","$395,359,222,210","$628,776","$222,306"
Sanford,3,"$1,563,357","$925,000","$2,445,284,829,821","$1,563,741","$417,927"
Humacao,3,"$751,389","$432,500","$349,942,361,111","$591,559","$197,186"
Silver Spring,3,"$3,048,640","$400,000","$14,116,449,608,720","$3,757,186","$1,680,265"
Downey,3,"$2,448,017","$600,000","$11,035,764,150,722","$3,322,012","$921,360"
San Juan de la Maguana,3,"$438,000","$425,000","$36,366,333,333","$190,700","$72,078"
Jefferson City,3,"$1,635,115","$525,000","$2,937,041,423,077","$1,713,780","$475,317"
Jersey City,3,"$1,002,500","$450,000","$1,376,518,750,000","$1,173,251","$677,377"
Johnson City,3,"$1,968,836","$741,850","$7,982,446,439,396","$2,825,322","$755,099"
El Seibo,3,"$976,667","$775,000","$839,816,666,667","$916,415","$374,125"
Guacara,3,"$314,243","$240,000","$16,345,456,190","$127,849","$48,323"
El Tigre,3,"$1,094,939","$505,000","$1,498,939,613,400","$1,224,312","$369,144"
San Gabriel,3,"$1,780,000","$1,700,000","$1,443,300,000,000","$1,201,374","$454,077"
Honolulu,3,"$402,500","$322,000","$34,566,500,000","$185,921","$58,793"
Greenwood,3,"$2,117,471","$642,500","$5,531,056,506,813","$2,351,820","$628,550"
Hilo,3,"$388,000","$401,000","$20,776,000,000","$144,139","$72,069"
Framingham,3,"$546,250","$537,500","$34,000,568,182","$184,392","$53,230"
Salem,3,"$1,768,889","$1,100,000","$3,882,082,575,163","$1,970,300","$464,404"
Evanston,3,"$372,500","$335,000","$22,918,750,000","$151,389","$50,463"
Richmond,3,"$1,483,838","$528,000","$2,998,003,355,897","$1,731,474","$480,225"
Salinas,3,"$1,763,333","$787,500","$2,535,317,529,412","$1,592,268","$375,301"
Hermosillo,3,"$1,640,000","$1,500,000","$2,024,761,538,462","$1,422,941","$380,297"
Green Bay,3,"$3,243,318","$2,750,000","$5,556,416,113,636","$2,357,205","$710,724"
Paducah,3,"$541,667","$575,000","$43,666,666,667","$208,966","$85,310"
Villa Clara,3,"$3,977,174","$3,750,000","$4,778,347,332,016","$2,185,943","$455,801"
Tenares,3,"$1,071,569","$494,412","$1,110,123,883,764","$1,053,624","$304,155"
Union City,3,"$3,518,810","$3,810,333","$6,559,306,503,568","$2,561,114","$684,487"
Norwalk,3,"$6,684,182","$583,333","$54,527,705,129,022","$7,384,288","$2,226,447"
Oceanside,3,"$4,394,406","$3,850,000","$16,355,255,640,625","$4,044,163","$1,011,041"
Middletown,3,"$4,355,888","$2,633,333","$15,632,446,982,527","$3,953,789","$958,935"
Midwest City,3,"$5,348,306","$750,000","$62,178,671,565,588","$7,885,345","$1,912,477"
Bedford,3,"$559,614","$410,000","$80,866,874,762","$284,371","$107,482"
Lima,3,"$2,278,539","$1,808,834","$4,563,010,774,960","$2,136,120","$570,902"
Pinehurst,3,"$1,762,000","$530,000","$4,496,433,000,000","$2,120,479","$801,466"
Chattanooga,3,"$420,475","$366,850","$19,462,709,750","$139,509","$56,954"
Whittier,3,"$4,604,728","$4,075,000","$13,105,040,732,352","$3,620,088","$684,132"
Charleston,3,"$954,167","$700,000","$332,109,375,000","$576,289","$192,096"
Upland,3,"$1,124,393","$447,500","$3,148,180,353,022","$1,774,311","$474,205"
Lynchburg,3,"$2,717,375","$1,300,000","$6,790,224,783,333","$2,605,806","$651,451"
Tokyo,3,"$5,795,454","$6,333,333","$12,943,226,124,242","$3,597,670","$1,084,738"
Toledo,3,"$1,401,455","$1,500,000","$1,270,888,272,727","$1,127,337","$339,905"
Livonia,3,"$424,000","$365,500","$53,647,333,333","$231,619","$115,809"
London,3,"$1,865,852","$1,800,000","$1,579,870,633,506","$1,256,929","$418,976"
Cartagena,3,"$2,923,842","$1,000,000","$9,954,681,918,129","$3,155,104","$723,831"
Lubbock,3,"$446,500","$500,000","$18,823,750,000","$137,200","$61,358"
Carmichael,3,"$1,018,906","$500,000","$892,954,640,625","$944,963","$236,241"
Monroe,3,"$4,398,785","$4,100,000","$13,440,573,969,676","$3,666,139","$1,222,046"
West Hills,3,"$1,510,767","$516,000","$3,158,771,846,667","$1,777,293","$725,577"
Peoria,3,"$6,585,648","$5,437,500","$33,212,675,977,518","$5,763,044","$1,288,656"
Chula Vista,3,"$1,105,088","$615,100","$1,015,380,783,833","$1,007,661","$251,915"
Anaco,3,"$700,812","$675,000","$52,417,062,500","$228,948","$57,237"
Grand Rapids,3,"$880,825","$530,000","$376,413,707,857","$613,526","$216,914"
Butler,3,"$1,354,400","$507,500","$3,229,305,007,143","$1,797,027","$463,990"
Palm Beach,3,"$514,638","$503,650","$15,002,725,536","$122,486","$43,305"
Melbourne,3,"$3,098,400","$4,000,000","$2,358,901,257,143","$1,535,871","$396,560"
Marietta,3,"$3,214,813","$3,650,000","$4,910,447,482,131","$2,215,953","$668,135"
Nizao,3,"$7,110,470","$6,805,728","$33,008,857,655,619","$5,745,334","$1,354,188"
Alameda,3,"$645,889","$417,000","$112,505,861,111","$335,419","$111,806"
New Brunswick,3,"$1,640,750","$1,000,000","$2,127,595,840,909","$1,458,628","$421,070"
Park Ridge,3,"$1,530,988","$770,000","$3,013,174,049,167","$1,735,850","$433,962"
Stockton,3,"$2,153,308","$1,800,000","$4,246,483,897,436","$2,060,700","$571,535"
La Crosse,3,"$3,839,079","$3,000,000","$11,405,230,007,310","$3,377,163","$774,774"
Corvallis,3,"$1,931,333","$1,750,000","$2,795,980,550,588","$1,672,119","$394,122"
Suffern,3,"$558,438","$453,750","$118,665,959,821","$344,479","$121,792"
Conroe,3,"$1,195,627","$486,100","$1,584,091,102,182","$1,258,607","$379,484"
Burbank,3,"$2,546,364","$1,500,000","$2,993,145,454,545","$1,730,071","$521,636"
Barcelona,3,"$1,275,333","$655,550","$1,256,182,262,424","$1,120,795","$323,546"
Ciudad Obregon,3,"$611,300","$540,000","$137,811,344,444","$371,230","$117,393"
Columbia,3,"$1,155,667","$800,000","$944,615,333,333","$971,913","$280,567"
Metairie,3,"$675,439","$516,250","$160,918,422,670","$401,146","$120,950"
Tainan City,3,"$1,537,878","$489,500","$2,613,161,897,042","$1,616,528","$417,386"
Waco,3,"$6,216,320","$3,700,000","$27,332,715,643,333","$5,228,070","$1,045,614"
Tallahassee,3,"$7,673,794","$7,750,000","$25,397,648,631,144","$5,039,608","$1,187,847"
Ciudad Bolivar,3,"$5,871,173","$4,450,000","$30,768,193,929,238","$5,546,909","$1,432,206"
Osaka,2,"$8,893,517","$9,000,000","$26,869,526,829,668","$5,183,582","$1,437,667"
Ontario,2,"$6,756,250","$2,500,000","$79,554,384,517,857","$8,919,326","$1,901,607"
